634,"Our national arguments are family arguments, we still talk to each other at the end of the day.",NATION IS A FAMILY
635,"If the President doesn't show some leadership, the country will grind to a halt.",NATION IS A MACHINE
636,...and asked them to be serious towards bringing a full-fledged budget at the earliest to ensure that the country functions smoothly.,NATION IS A MACHINE
637,We must rouse our nation from its slumber.,NATION IS A PERSON
638,"Saltykov explored the psychological problems resulting from the shifting of a nation's gears, of creating a new way of life.",NATION IS A VEHICLE
639,Only one thing stands between Western civilization and chaos: the United States.,NATION IS AN OBJECT
640,Our nation contains some of the best entrepreneurs in the world.,NATION IS CONTAINER
641,"The infrastructure that is the foundation of our nation is eroding, endangering the whole structure of our economy.",NATIONAL INFRASTRUCTURE DETERIORATION IS BUILDING EROSION
642,Infrastructure: The Foundation for Wealth and Poverty Reduction,NATIONAL INFRASTRUCTURE IS A BUILDING
643,But Scott Brown’s win in the Massachusetts Senate race does raise a bigger question: is the system broken? I fear the answer is yes.,NATIONAL POLITICAL FUNCTIONALITY IS PHYSICAL INTEGRITY
644,Could Texas be a battleground state?,NATIONAL POLITICS IS A BATTLEFIELD
645,Women: We Want You on the Political Battlefield,NATIONAL POLITICS IS A BATTLEFIELD
646,Obama accused the Republicans of moving the goalposts in the debate about the deficit.,NATIONAL POLITICS IS A SPORTS FIELD
647,"Romney Back on National Stage, If Only Briefly",NATIONAL POLITICS IS A STAGE
648,Great Powers and Outlaw States: Unequal Sovereigns in the International Legal Order,NATIONS NOT ABIDING BY INTERNATIONAL LAW ARE OUTLAWS
649,International Poll Finds U.S. Still Viewed As World's Bully,NATIONS WHO ABUSE POWER ARE BULLIES
650,"... we must deepen our understanding of the economic value of nature and invest in the vital services that it provides for us, if we are to have a truly sustainable economic future.",NATURE IS A RESOURCE
651,"To start with, everything we are made of and everything we make comes from the environment.",NATURE IS A RESOURCE
652,3rd #WinterWeatherAdvisory in 3 weeks. Think #MotherNature doesn't want an early spring :P,NATURE IS AN AGENT
653,"Dear #Mothernature , please don't tease us Texans with this awesome weather until you plan on staying this way. Thanks:)",NATURE IS AN AGENT
654,"Nature Tries to Shift Outer Banks, But Man Keeps Shoveling It Back",NATURE IS AN AGENT
655,Canada is by far the closest of all our neighbors.,NEARBY COUNTRIES ARE NEIGHBORS
656,Here comes the beep!,NONVISUAL PERCEPTUAL SPACE IS PHYSICAL SPACE
657,We've got plenty of chances left.,OPPORTUNITIES ARE OBJECTS
658,I've squandered every opportunity to advance my career.,OPPORTUNITIES ARE OBJECTS
659,His job offer opened up new paths of opportunity for him.,OPPORTUNITIES ARE PATHS
660,Opportunity is an open door.,OPPORTUNITIES ARE PORTALS
661,"Since the enactment of SB 163 (Evans), the three branches of state government have been working smoothly in the transition process called for in that landmark legislation.",ORGANIZATION IS A MACHINE
662,The Lakers' defense fell apart in the final quarter leading to an embarrassing upset.,ORGANIZATION IS PHYSICAL STRUCTURE
663,Which part of the theory don't you agree with?,ORGANIZATION IS PHYSICAL STRUCTURE
664,I admire the way this automated collection system is put together.,ORGANIZATION IS PHYSICAL STRUCTURE
665,"Incurable sex offenders, lousy judges and the new media: Moral panic sustenance in the age of new media",Ongoing causation is nourishing
666,Bloom where you are planted.,PEOPLE ARE PLANTS
667,The young man is rather green and does not have enough experience to drive the large machinery.,PEOPLE ARE PLANTS
668,We saw the withered old woman.,PEOPLE ARE PLANTS
669,"As Election Day drew near, the candidates pulled into the final lap of the race.",PHASE OF AN ELECTION IS LEG IN A RACE
670,Last Legs of Campaign Can Decide Race,PHASE OF AN ELECTION IS LEG IN A RACE
671,How both candidates fair in the final leg of campaigning will likely determine the winner in each state.,PHASE OF AN ELECTION IS LEG IN A RACE
672,His strength declined as he aged.,PHYSICAL STRENGTH IS VERTICALITY
673,They are rocking the ship of state.,POLITICAL REGION IS A VEHICLE
674,Dirt threatens to sink ship of state,POLITICAL REGION IS A VEHICLE
675,The wildfire of revolution rapidly spread throughout the land.,POLITICAL UNREST IS A WILDFIRE
676,,POLITICAL UNREST IS A WILDFIRE
677,The President played his part magnificently.,POLITICIANS ARE STAGE ACTORS
678,He appealed to logos (logic) by trying to analyze why poverty is a crime and tries to differentiate it from being poor.,POVERTY IS A CRIME
679,"The epidemic of poverty is spreading in America, and it's taking its toll on American families.",POVERTY IS A DISEASE
680,"As President Obama has said, we can't treat the symptoms of poverty in isolation.",POVERTY IS A DISEASE
681,"Though politically the country is free, its people remain chained by poverty.",POVERTY IS A MOTION IMPEDIMENT
682,We are not free from the creeping vines of poverty.,POVERTY IS A WEED
683,Mother Martha is working to loosen the strangling weeds of poverty and watching children blossom and thrive under her care.,POVERTY IS A WEED
684,He holds all the power.,POWER IS A POSSESSED OBJECT
685,They're just half-baked ideas.,PREPARING IDEAS TO BE UNDERSTOOD IS FOOD PREPARATION
686,Just give me the raw facts.,PREPARING IDEAS TO BE UNDERSTOOD IS FOOD PREPARATION
687,I need to put this on the back burner for a while.,PREPARING IDEAS TO BE UNDERSTOOD IS FOOD PREPARATION
688,"He's holding you back, you need to leave him.",PREVENTED CHANGE OF STATE IS PREVENTED CHANGE OF LOCATION
689,I'm going to the top and nothing will stand in my way.,PREVENTED CHANGE OF STATE IS PREVENTED CHANGE OF LOCATION
690,House Republicans blocked the Democrats' attempts to move forward with the healthcare bill.,PREVENTING ENACTMENT OF LEGISLATION IS BLOCKING MOTION
691,The Senator's filibuster halted the passage of the bill.,PREVENTING ENACTMENT OF LEGISLATION IS BLOCKING MOTION
692,He hadn't made much headway in writing the termpaper.,PROGRESS IS FORWARD MOTION ALONG A PATH
693,Let's keep moving forward on this experiment.,PROGRESS IS FORWARD MOTION ALONG A PATH
694,I'm afraid I haven't gotten very far in grading the exams.,PROGRESS IS FORWARD MOTION ALONG A PATH
695,"He made it this far in life without a partner, he can survive without one going forward.",PROGRESSING THROUGH LIFE IS MOVING ALONG A PATH
696,He's over the hill.,PROGRESSING THROUGH LIFE IS MOVING THROUGH A TERRAIN
697,She's past her peak.,PROGRESSING THROUGH LIFE IS MOVING THROUGH A TERRAIN
698,Life is full of peaks and valleys.,PROGRESSING THROUGH LIFE IS MOVING THROUGH A TERRAIN
699,The marks on the carpet show that the perpetrator wore boots.,PROVING IS SHOWING
700,It was a traumatic experience.,PSYCHOLOGICAL HARM IS PHYSICAL INJURY
701,Her death hurt him.,PSYCHOLOGICAL HARM IS PHYSICAL INJURY
702,The accusation wounded her.,PSYCHOLOGICAL HARM IS PHYSICAL INJURY
703,He’s mentally ill/fit.,PSYCHOLOGICAL HARM IS PHYSICAL INJURY
704,My pride was wounded.,PSYCHOLOGICAL HARM IS PHYSICAL INJURY
705,"She recovered from the wound to her psyche, but scars remained.",PSYCHOLOGICAL HARM IS PHYSICAL INJURY
706,Increased transparency has increased the public's confidence in government.,PUBLIC EVALUABILITY OF GOVERMNENT IS TRANSPARENCY
707,You must cleanse your soul of sin.,PURIFYING IS CLEANSING
708,The impure must be washed clean through contrition.,PURIFYING IS CLEANSING
709,He's pure evil.,PURITY IS CLEANLINESS
710,Her soul was scrubbed clean of impurities.,PURITY IS CLEANLINESS
711,She made great strides in her dissertation.,PURPOSEFUL ACTION IS SELF-PROPELLED MOTION TO A DESTINATION
712,We are sliding backward.,PURPOSEFUL ACTION IS SELF-PROPELLED MOTION TO A DESTINATION
713,We are moving ahead.,PURPOSEFUL ACTION IS SELF-PROPELLED MOTION TO A DESTINATION
714,We are going nowhere with this.,PURPOSEFUL ACTION IS SELF-PROPELLED MOTION TO A DESTINATION
715,We have taken the first step.,PURPOSEFUL ACTION IS SELF-PROPELLED MOTION TO A DESTINATION
716,We are trying to find the most elegant approach to solving this problem.,PURPOSEFUL THINKING IS GOAL-DIRECTED MOTION
717,He has a lot of smarts.,QUALITIES ARE SUBSTANCES
718,He's devoid of common sense.,QUALITIES ARE SUBSTANCES
719,What is the size of your bank account?,QUANTITY IS SIZE
720,He doesn't know how big our national debt is.,QUANTITY IS SIZE
721,The number of books printed each year keeps going up.,QUANTITY IS VERTICALITY
722,His income fell last year.,QUANTITY IS VERTICALITY
723,"I concede that it has become indispensable to prune legislation, but it seems to me that this must be done with prudence and thought.",REFINING A LAW IS TRIMMING A PLANT
724,These ideas are closely related.,RELATEDNESS IS PROXIMITY
725,It takes work to build any relationship.,RELATIONSHIPS ARE COMPLEX STRUCTURES
726,The relationship fell apart.,RELATIONSHIPS ARE COMPLEX STRUCTURES
727,She's trapped in a relationship with a scumbag.,RELATIONSHIPS ARE CONTAINERS
728,They had a falling out.,RELATIONSHIPS ARE CONTAINERS
729,Our relationship is rock solid.,RELATIONSHIPS ARE OBJECTS
730,She has a fragile relationship with her mother as it is.,RELATIONSHIPS ARE OBJECTS
731,Their relationship is built on a solid foundation of trust and commitment.,RELATIONSHIPS ARE PHYSICAL STRUCTURES
732,The coup toppled the brutal dictatorship.,REVOLUTION IS TOPPLING A PHYSICAL OBJECT
733,The Revolutionary and Napoleonic Wars tore down the ancient structure of Europe,REVOLUTION IS TOPPLING A PHYSICAL OBJECT
734,Our relationship is losing steam.,ROMANTIC RELATIONSHIP ENCOUNTERING DIFFICULTIES IS A VEHICLE ENCOUNTERING OBSTACLES
735,Where are we in this relationship?,ROMANTIC RELATIONSHIP IS A JOURNEY
736,It feels like this relationship is going nowhere.,ROMANTIC RELATIONSHIP IS A JOURNEY
737,Our relationship is veering off-course.,ROMANTIC RELATIONSHIPS ARE VEHICLES
738,I'm feeling down.,SAD IS DOWN
739,I'm depressed.,SAD IS DOWN
740,He's really low these days.,SAD IS DOWN
741,I fell into a depression.,SAD IS DOWN
742,My spirits sank.,SAD IS DOWN
743,The temperature shot up.,SCALES ARE PATHS
744,Fuel consumption rose to the highest it has been in 20 years.,SCALES ARE PATHS
745,His eyes scoured the horizon.,SEEING IS TOUCHING
746,He's looking for meaning in his life and isn't finding any.,SEEKING KNOWLEDGE IS SEARCHING
747,They adopted the customs of their neighbors.,SELECTION IS ADOPTION
748,She climbed out of poverty.,SELF-INITIATED STATE CHANGE IS SELF-PROPELLED MOTION
749,I smell a rat.,SENSING IS SMELLING
750,"Create a complete, measurable, action plan which includes all the steps necessary to achieve your goal.",SEQUENCE OF ACTIONS IS A SEQUENCE OF MOVEMENTS
751,He's sinking fast.,SICKNESS IS DOWN
752,He came down with the flu.,SICKNESS IS DOWN
753,Her hair is very near to his in color.,SIMILARITY IS PROXIMITY
754,That's far from a perfect circle.,SIMILARITY IS PROXIMITY
755,Cop scandals fray the social fabric.,SOCIAL GROUP IS A FABRIC
756,"Thus, we must reweave the torn fabric of rural American with thread strong enough to withstand the inevitable ravages of time.",SOCIAL GROUP IS A FABRIC
757,He's about to rock the foundations of the literary establishment with his novel.,SOCIAL GROUPS ARE BUILDINGS
758,"By early afternoon, queues were already building up.",SOCIAL GROUPS ARE BUILDINGS
759,Our circle of friends is quite diverse.,SOCIAL GROUPS ARE CONTAINERS
760,He's hasn't penetrated that group.,SOCIAL GROUPS ARE CONTAINERS
761,My business is growing like a weed.,SOCIAL ORGANIZATIONS ARE PLANTS
762,Our society is turning gangrene with dishonesty.,SOCIAL PROBLEMS ARE DISEASES
763,اینگونه جنبشهای اجتماعی (social movements) در واقع یک بیماری اجتتماعی هستند.,SOCIAL PROBLEMS ARE DISEASES
764,A cure for social ills? Prevention,SOCIAL PROBLEMS ARE PHYSICAL AFFLICTIONS
765,UW researcher is a leader in showing how prevention techniques can pay off in curing social problems.,SOCIAL PROBLEMS ARE PHYSICAL AFFLICTIONS
766,"Functionalism interprets each part of society in terms of how it contributes to the stability of the whole society. Society is more than the sum of its parts; rather, ...",SOCIETY IS A COMPLEX STRUCTURE
767,Our society is suffering from many social problems.,SOCIETY IS A PERSON
768,Pam Gulleson: “Social Security Isn’t Broken”,SOLVING A PROBLEM IS FIXING A BROKEN OBJECT
769,Hempsted Building Department is broken,SOLVING A PROBLEM IS FIXING A BROKEN OBJECT
770,East Timor took the first steps toward independence in the 1990s.,STATE OF NATION IS LOCATION ALONG PATH
771,The country is slowly moving out of recession.,STATE OF NATION IS LOCATION ALONG PATH
772,He has a lofty position.,STATUS IS VERTICALITY
773,She fell in status.,STATUS IS VERTICALITY
774,He's a social climber.,STATUS IS VERTICALITY
775,I reached a plateau in my career some years back.,STATUS IS VERTICALITY
776,He is under my control.,SUBJUGATION IS DOWN
777,He fell from power.,SUBJUGATION IS DOWN
778,His power is on the decline.,SUBJUGATION IS DOWN
779,She's cold as ice.,SYMPATHY IS WARMTH
780,"According to the Tax Foundation, Texas residents on average shoulder the fifth lowest tax burden compared to other residents in the 50 states.",TAXATION IS A BURDEN
781,"The Obama campaign is taking a swipe at Mitt Romney's tax plan in a new television ad, saying it will create a ""heavy load"" for the middle class.",TAXATION IS A BURDEN
782,President Obama decided to target certain and specific products or services he deems unhealthy and levied heavy taxes on them.,TAXATION IS A BURDEN
783,Remember when President Obama literally laughed out loud at the idea his health-care plan would impose taxes on the middle class?,TAXATION IS A BURDEN
784,"The new president delivered on his tax cut promises, which, combined with a recession in 2001, caused the tax burden to fall considerably.",TAXATION IS A BURDEN
785,New Taxes Burdensome for Farm and Ranch Families,TAXATION IS A BURDEN
786,High sales taxes hurt local small businesses.,TAXATION IS CAUSING HARM
787,We are being taxed to death!,TAXATION IS CAUSING HARM
788,"The state cannot pay its bills and poorly educates its young, and its taxation punishes whatever success that its suffocating regulatory regime does not prevent.",TAXATION IS PUNISHMENT
789,America Tax Slaves Work 6.5 Months Every Year to Pay for Government,TAXATION IS SLAVERY
790,Government steals the people's wealth through overt and hidden taxes,TAXATION IS THEFT
791,"During a panel discussion that included Washington Governor Christine Gregoire and Nevada Governor Brian Sandoval, Brown accused California lawmakers of adhering to ""the notion that taxes are like some kind of sexually transmitted disease,"" the Los Angeles Times reports.",TAXES ARE DISEASES
792,Those insidious taxes infect every aspect of our lives.,TAXES ARE DISEASES
793,"Taxes, after all, are dues that we pay for the privileges of membership in an organized society",TAXES ARE DUES
794,"The dummies were 2-to-1 in favor of the Arizona immigration law; the court gutted it. Only those dummies, not in a state of denial, understand that we the people have lost control of our government.",TERMINATION OF CONTROL IS LOSS OF A POSSESSION
795,"But meanwhile, you may not have noticed that our government gave away control of the Internet.",TERMINATION OF CONTROL IS LOSS OF A POSSESSION
796,Opponents tried to dismantle the theory piece by piece.,THEORIES ARE BUILDINGS
797,This theory has a solid foundation.,THEORIES ARE BUILDINGS
798,The theoretical framework needs to be filled in with empirical data.,THEORIES ARE BUILDINGS
799,Her theory requires the reader to understand  many interconnected factors.,THEORIES ARE COMPLEX STRUCTURES
800,I can't read her mind.,THINKING IS LINGUISTIC ACTIVITY
801,I misread his intentions.,THINKING IS LINGUISTIC ACTIVITY
802,We're making progress on defining what kind of house we are looking for.,THINKING IS MOVING
803,Let's toss some ideas around.,THINKING IS OBJECT MANIPULATION
804,"For many weeks, I couldn't see how to solve the problem.",THINKING IS PERCEIVING
805,"I see that the two lines must be equal, but I don't know how to prove it.",THINKING IS PERCEIVING
806,I can barely hear myself think.,THINKING IS SPEAKING
807,He's an articulate thinker.,THINKING IS SPEAKING
808,She doesn't listen to her conscience.,THINKING IS SPEAKING
809,That sounds like a good idea.,THINKING IS SPEAKING
810,Don't waste your time.,TIME IS A COMMODITY
811,That's all behind us now.,TIME IS A LANDSCAPE THROUGH WHICH THE OBSERVER MOVES
812,You can't go back in time!,TIME IS A LANDSCAPE THROUGH WHICH THE OBSERVER MOVES
813,We're looking ahead to the future.,TIME IS A LANDSCAPE THROUGH WHICH THE OBSERVER MOVES
814,He has a great future in front of him.,TIME IS A LANDSCAPE THROUGH WHICH THE OBSERVER MOVES
815,Time flies.,TIME IS A MOVING OBJECT
816,The time will come when…,TIME IS A MOVING OBJECT
817,The time has long since gone when…,TIME IS A MOVING OBJECT
818,The time for action has arrived.,TIME IS A MOVING OBJECT
819,Our time is valuable.,TIME IS A RESOURCE
820,We don't have much time.,TIME IS A RESOURCE
821,The flow of time,TIME IS A SUBSTANCE
822,"Like sands through the hourglass, so are the days of our lives.",TIME IS A SUBSTANCE
823,We spent all day at the fair.,TIME IS MONEY
824,Time-theft,TIME IS MONEY
825,My morning has been very full.,TIME PERIODS ARE CONTAINERS
826,"It is how, in every Western country, trust in government has suddenly, dramatically collapsed in the crisis' aftermath.",TRUST IN GOVERNMENT IS A BUILDING
827,We are working hard to rebuild the trust of our customers.,TRUST RELATIONSHIPS ARE BUILDINGS
828,The scandals have shaken the foundations of trust in the market.,TRUST RELATIONSHIPS ARE BUILDINGS
829,He fell into a coma.,UNCONSCIOUS IS DOWN
830,Crime is stalking the youth of our major cities.,UNCONTROLLED CRIME IS A RAMPAGING ANIMAL
831,"gang crime ravages inner cities, destroys families, and causes whole neighborhoods to hunker down in fear",UNCONTROLLED CRIME IS A RAMPAGING ANIMAL
832,I haven't fully digested the main gist of that paper.,UNDERSTANDING IS DIGESTING
833,I don't follow you.,UNDERSTANDING IS FOLLOWING
834,"This lecture will be fast-paced, so try to keep up!",UNDERSTANDING IS FOLLOWING
835,He just can't seem to grasp the concept.,UNDERSTANDING IS GRASPING
836,He got a good handle on the subject matter.,UNDERSTANDING IS GRASPING
837,It's out of my field of vision.,VISUAL FIELD IS A CONTAINER
838,The island is now in full view.,VISUAL FIELD IS A CONTAINER
839,The voters of Dillon have clearly spoken.,VOTING IS SPEAKING
840,Things are looking up today!,WELL-BEING IS VERTICALITY
841,Was it worth it?,WELL-BEING IS WEALTH
842,The human cost of that disaster is enormous.,WELL-BEING IS WEALTH
843,"Despite the debt crisis, the welfare bureaucracy continued to hum along, producing checks every month.",WELL-FUNCTIONING BUREAUCRACY IS A SMOOTHLY FUNCTIONING MACHINE
844,The book contains more than 150 recipes for cabbage.,WHOLES ARE CONTAINERS
845,The eye possesses several parts.,WHOLES ARE POSSESSORS
846,Which car part belongs to which car?,WHOLES ARE POSSESSORS
847,The Tea Party candidate knocked out the mainline Republican candidate in the primary.,WINNING AN ELECTION IS WINNING A BOXING MATCH
848,"In the Supervisors race, my candidate came out slightly ahead of his closest rival.",WINNING AN ELECTION IS WINNING A RACE
849,President Obama won a major victory in November.,WINNING AN ELECTION IS WINNING A WAR
850,That remark is completely impenetrable.,WORDS ARE CONTAINERS
851,"Whatever Emily meant, it's likely to be locked up in that cryptic little verse forever.",WORDS ARE CONTAINERS
852,He writes sentences in such a way as to seal up the meaning in them.,WORDS ARE CONTAINERS
