"The weed of government must be constantly trimmed back, if not uprooted outright.",GOVERNMENTAL ASSESSING IS MEASURING
It is time to whack the weeds of poverty and economic insecurity.,ADDRESSING POVERTY IS WAGING WAR
"While it resulted in a government win, it presented many new challenges such as keeping it on a very tight schedule, he said.",COMMUNICATING IS SHOWING
Good guys with guns for the win.,ASSISTANCE IS SUPPORT
"But it didn't, and so the eternal truism has again been proved: In the classic struggle between simplicity and fairness, bureaucracy wins every time.",GOVERNMENT IS A DRIVER
Poverty wins every game.,ECONOMIC STATUS IS A POINT ON A SCALE
"When liberals turn on each other because of failure in the Senate, the Senate wins.",DIPLOMACY IS WAR
"Apparently, wealth wins over good looks -- Milton appears to have been a not unattractive young man!",INFORMATION IS CONTENTS
"Indeed Buchanan goes further than liberals ever did, attacking what he calls ""the Democratist temptation, the worship of democracy"" as ""a false god.""",CRITICIZING IS ATTACKING
"Yet such is the power of democracy worship, this secular religion, to blind people to the evidence of their own eyes that virtually every Western leader favored one-man, one-vote democracy in Rhodesia.",MORAL CORRUPTION IS A DESTRUCTIVE FORCE
Has CSM joined modern liberals in their elevation and worship of elections as determinants of morality to the exclusion of God and reason?,INFORMATION IS CONTENTS
Turtle - I fully realize that the sycophants and toadies of the gun lobby are dead set against my idea since it might cause some to have a negative feeling about these unnecessary deaths and worship of the almighty firearm is akin to a religion here for some.,GROUPS ARE POSSESSORS
"Together with their new-found wealth, many Thais quickly shifted from their rustic, culturally-knitted lifestyle to pursue materialism and the worship of money.",IMPROVING ECONOMIC STATUS IS UPWARD MOTION
This country could use alot more of that for sure but it is clear to me the GOP has taken wealth worship to a new level and it is not a balenced aproach.,POLITICAL PARTIES ARE CONTAINERS
Is that most of your fellow gun worshippers?,COMMUNICATING IS SHOWING
"Never mind that democracy is another name for mob rule, a tyranny of the majority, but this shallow ideology worships elections at the expense of reason and consequences.",GOVERNMENTAL ASSESSING IS MEASURING
"The question of voting for the ""lesser of two evils"" was addressed, as well as the myth of elections being the zenith of democracy.",COMMUNICATING IS POINTING
